item_id|date|category|title|content|link|photo_link
aspt_20220928_17|2022-09-28|運動|楊昆弼飛靶世錦賽闖4強 取得巴黎奧運資格台灣第一人|亞運金牌、台灣不定向飛靶射擊好手楊昆弼，今天在世界飛靶錦標賽男子組決賽，射下23分摘下銅牌，除是隊史男子首人，也是台灣取得巴黎奧運參賽席次的第1人。2022世界飛靶錦標賽在克羅埃西亞的奧西耶克（Osijek）舉行，這也是飛靶項目繼9月中歐洲飛靶錦標賽後，第2場巴黎奧運資格賽，決賽排名前4的選手，將可取得1席奧運入場券。台灣在世界射擊錦標賽累計共拿下1金、1銀、2銅，全由女將包辦，其中飛靶名將林怡君包辦個人賽1金、1銀，並在2002年女子雙不定向團體賽鍍銅，而楊昆弼則是台灣射擊在世錦賽奪牌的男子第1人。不定向飛靶資格賽共射5輪，每輪都是25發，取最終積分排名前8的射手晉級最後決賽。這次比賽狀況極佳的楊昆弼，資格賽滿分125分他就繳出123分，排名第1晉級賽，此外他資格賽前3輪都繳出滿靶的25分，一共連續命中85個泥盤，直到第4輪第11發才首度失手。8強賽楊昆弼歷經延長加射，才驚險晉級4強，提前確定奧運門票入手，也彷彿讓他吃下一顆定心丸，決賽他越打越穩，他在前25發雖命中23個泥盤，卻以1分之差遭到淘汰，僅獲銅牌。值得一提的是，上屆東京奧運台灣第1個取得奧運門票的項目，同樣也是射擊，當時是由女將田家榛所拿下。至於女將劉宛渝則暖機稍慢，在首輪繳出21分打壞行情，雖然接下來急拉尾盤，最終以總分115分名列12，以1分之差受阻於決賽門外。|https://www.cna.com.tw/news/aspt/202209285008.aspx|https://imgcdn.cna.com.tw/www/webphotos/WebCover/420/20220928/1778x1333_856865989337.jpg
aspt_20220928_18|2022-09-28|運動|王柏融回一軍首戰敲長打 本季第2安出爐|旅日北海道日本火腿鬥士隊野手王柏融睽違逾2個月重返一軍，今天先發出戰千葉羅德海洋隊，第4局揮出二壘安打帶動球隊攻勢，也是個人本季第2安，而火腿隊在第5局更換代打。王柏融今年在一軍出賽場次不多，7月下旬確診COVID-19（2019冠狀病毒疾病）痊癒後，就在二軍調整，在今天之前，一軍30個打數僅出現1支安打，打擊率0.033，本季首安要追溯至4月2日，當時是在客場出賽，至於前一次在一軍亮相則是在7月23日。王柏融在日職例行賽的尾聲升上一軍，火腿今天在主場札幌巨蛋迎戰羅德隊，王柏融先發第4棒，擔任指定打擊，尋求個人本季第2安以及主場首安。面對羅德隊先發投手美馬學，火腿隊首局展開攻勢，第2棒石井一成安打後，第3棒近藤健介揮出2分打點全壘打，王柏融首打席擊成游擊方向滾地球出局。王柏融4局下揮出二壘安打，開啟球隊另一波攻勢，靠著投手暴投，站上三壘，隨後清宮幸太郎敲安，王柏融趁機跑回本壘得分；但第5局原本輪到王柏融打擊時，火腿隊改派今天同日升上一軍的洋砲努涅斯（Renato Nunez）代打。王柏融此役2打數1安打，還跑回1分，打擊率上升至0.063，前5局結束火腿隊以3比6落後。|https://www.cna.com.tw/news/aspt/202209280332.aspx|https://imgcdn.cna.com.tw/www/WebPhotos/200/20211107/1200x883_852161081199.jpg
aspt_20220928_19|2022-09-28|運動|教練確診 林昀儒被迫退出世界桌球團體錦標賽|體育署今天表示，由於台灣桌球一哥林昀儒的日籍教練偉關晴光確診，目前仍在德國治療，無法趕上後天在中國成都開打的世界桌球團體錦標賽，林昀儒也被迫退出比賽。2022世界桌球團體錦標賽將於9月30日起，至10月9日止在中國成都登場，台灣男子隊原由世界排名第7的林昀儒領軍，搭配「桌球教父」莊智淵、廖振珽、黃彥誠與彭王維等好手參賽，小組賽名列第7組，與克羅埃西亞、比利時與新加坡同組。沒想到賽前傳出噩耗，人在德國參加職業聯賽的林昀儒，因教練偉關晴光確診COVID-19（2019冠狀病毒疾病），因此無法如期前往中國成都參賽，也被迫退出這項比賽。訂閱《早安世界》電子報 每天3分鐘掌握10件天下事 請輸入正確的電子信箱格式訂閱感謝您的訂閱！體育署透露，由於世界桌球團體錦標賽結束後，緊接著在澳門與河南新鄉縣，將接連舉辦WTT冠軍賽與WTT總決賽，主辦單位將3場比賽統一為「閉環模式」（泡泡模式），因此林昀儒將會在世桌團體賽結束前飛往成都和隊友會合，再轉戰其他兩站賽事。至於女子組方面，則由世界排名22的一姐陳思羽領軍，搭配鄭怡靜、劉馨尹、李昱諄與黃怡樺等人，小組賽則與羅馬尼亞、瑞典與葡萄牙同組。|https://www.cna.com.tw/news/aspt/202209280329.aspx|https://imgcdn.cna.com.tw/www/webphotos/WebCover/420/20220928/1678x1258_058352054806.jpg
aspt_20220928_20|2022-09-28|運動|戴維斯確定以本土身分續戰 自揭洋將認定爭議曾考慮退休|PLG新北國王「新台灣人」戴維斯新球季將持續以本土球員身分出賽，他直言，沒想過身為台灣人，身分竟會成為討論議題，他承認若以洋將身分出賽：「我考慮過退休。」P. LEAGUE+今天召開聯盟董事會，針對歸化球員等相關議題進行討論，雖然規章細則並未出爐，不過聯盟聲明稿中強調，戴維斯戴維斯小百科戴維斯（Quincy Davis）綽號：Q目前效力新北國王隊曾待過SBL桃園璞園建築籃球隊、PLG桃園領航猿籃球隊年資：1年出生地：美國2013年歸化中華民國籍參賽身分：本土身高：203公分體重：100公斤生日：1983年2月16日看更多關閉（Quincy Davis）新賽季仍會是以本土球員的身分出賽。戴維斯身分認定爭議 PLG董事會拍板以本土球員出賽戴維斯接受電話訪問時表示，針對近來的紛紛擾擾，讓他覺得很難受，他強調：「我放棄了美國國籍，拿到了台灣的身分證，如今各隊居然因為我的身分問題爭論不休，這讓我覺得很尷尬。」以身為台灣人自豪的戴維斯強調，他喜歡這片土地、代表這個國家出賽讓他驕傲，沒想到如今卻在自家被人排擠，也讓他擔心，未來自己的孩子是否會遭受到相同困境。當時一度有風聲傳出，戴維斯新賽季恐需以洋將身分出賽，對此他承認，當時一度興起退休的念頭，一方面是常年傷病與身體上的疲勞，另一方面他也知道，各隊想取消他本土球員的身分原因只有一個：「他們怕我。」如今確定將繼續以本土球員身分出賽，戴維斯強調，他沒有因此覺得開心，儘管事情是朝好的方向前進，但他認為：「聯盟至少做出了正確的決定。」|https://www.cna.com.tw/news/aspt/202209280306.aspx|https://imgcdn.cna.com.tw/www/webphotos/WebCover/420/20220928/1023x768_11486518924.jpg
asc_20220929_1|2022-09-29|證卷|美股開盤大跌 道瓊指數重挫逾500點|美國股市今天開盤不久後大幅下跌，道瓊指數重挫超過500點，那斯達克指數也重跌逾3%，這是因為公債殖利率攀升又對市場形成壓力。截至美國東部時間上午10時45分左右，道瓊工業指數大跌525.02點或1.77%，報29158.72點。標準普爾500指數下挫94.33點或2.54%，報3624.71點。那斯達克指數重跌340.31點或3.08%，報10711.33點。|https://www.cna.com.tw/news/afe/202209290391.aspx|https://imgcdn.cna.com.tw/www/WebPhotos/200/20220929/1152x768_wmky_114455816456.jpg
asc_20220930_2|2022-09-30|證卷|投資人憂升息恐致經濟衰退 歐股收黑|由於投資人憂心利率上升將引發全球經濟衰退，歐美股市今天下挫，歐洲3大股市皆收跌逾1%。倫敦FTSE 100指數下挫123.80點或1.77%，以6881.59點作收。法蘭克福DAX指數挫跌207.73點或1.71%，收在11975.55點。巴黎CAC 40指數下滑88.14點或1.53%，收5676.87點。|https://www.cna.com.tw/news/afe/202209300002.aspx|
asc_20220929_3|2022-09-29|證卷|Yahoo公布第3季爆紅台股榜  威盛首度奪冠|擁有百萬下載次數的Yahoo奇摩股市APP根據台股瀏覽量的季增幅度，今天公布第3季10大爆紅台股榜，元宇宙概念股威盛首度站上第1名，同集團的宏達電也衝上第4名，其他入榜個股包括車用、生技、半導體族群。Yahoo奇摩在官方部落格發文分析，美國聯邦準備理事會（Fed）因居高不下的通貨膨脹，再次大動作升息，台股明顯回檔，且越靠近第3季末，成交量縮現象越顯著，凸顯時局動盪造成投資人進退兩難，尋找穩定發展的避風港成為時下趨勢。觀察爆紅台股榜前10名，Yahoo奇摩發現以中小型個股為主且話題分散，共同點為股價在第3季攀升，也顯示投資人關注股價表現動能強勁的個股。致力於車用產品的耀華受惠於電動車銷售持續高成長，位居爆紅台股榜第2名；汽車電子大廠胡連8月營收年增65%，排名第10。在第3季爆紅榜中，2檔生技業黑馬健喬、中天分別位居第3、5名，在企業經營上各擁有特定題材。健喬持續擴大公司規模並提高營利，中天生技則逐漸轉型成控股公司。本季電子半導體產業熱度回升，半導體類股如建漢、虹堡、晶心科、中光電朝向多角化經營，排在爆紅台股榜第6至9名。胡連貿聯第2季獲利翻倍外資看旺 盤中股價逆勢大漲車用訂單加持 胡連康舒貿聯信邦6月營收衝歷史新高|https://www.cna.com.tw/news/afe/202209290315.aspx|
asc_20220929_4|2022-09-29|證卷|土洋同步買超華新 外資9月大賣台積電和鴻海|台股今天上揚68點、重返13500點之上，外資和投信今天買超華新，在台積電和鴻海則是土洋對作，外資已連7日賣超台積電達4.93萬張，9月迄今賣超達12.07萬張；外資也連7日賣超鴻海達4.5萬張，9月迄今賣超規模近6.1萬張。台股今天走勢震盪，終場加權指數收在13534.26點，上揚68.19點，重返13500點之上，漲幅0.51%，成交值來到新台幣2131.48億元，加計盤後2153.85億元，電子股小漲0.01%、金融股上揚0.56%、航運上漲1.19%。三大法人外資及陸資賣超，投信、自營商買超，合計買超7.11億元，其中自營商買超5.98億元，投信買超15.01億元，外資及陸資賣超13.88億元。根據統計，外資法人今年迄今累計賣超台股達1兆2405億元，相較之下，投信法人累計買超達2360億元，土洋對作。觀察外資法人今天買賣超個股動向，根據台灣證券交易所統計，華新和台企銀分居前2大外資買超個股，分別約1.67萬張和1.07萬張；台泥、中信金、仁寶位居前3大賣超個股，分別約2.53萬張、1.02萬張、1.02萬張。外資今天賣超台積電7730張，外資已連續7個交易日賣超台積電累計達4.93萬張，9月迄今外資累計賣超達12.07萬張，8月迄今累計賣超達18.28萬張。外資今天也賣超鴻海5012張，累計連續7個交易日賣超鴻海達4.5萬張，9月迄今賣超規模近6.1萬張。相較之下，投信今天買超華新3937張，居買超個股第1；投信今天買超鴻海256張，投信連7個交易日買超鴻海累計2526張；投信今天買超台積電258張，投信已連10個交易日買超台積電累計3323張，9月迄今累計買超5050張。啟發投顧副總經理容逸燊接受中央社記者電訪分析，美元指數從高檔回落、加上美國公債殖利率回檔，激勵美股和台股反彈，加上央行澄清不會進行外匯管制，一定程度安撫外資情緒。容逸燊指出，今年迄今台股回檔幅度約27%，相較於2011年日本311大地震、2015年歐洲債務危機、2018年美中貿易戰、2020年全球COVID-19疫情爆發，台股回檔幅度約25%至30%左右，台股目前屬於中期回檔走勢，短線不排除有低接買盤進場。新台幣兌美元匯率今天止貶回升，收盤收31.847元，升2.4分，觀察新台幣匯率動向，容逸燊預期央行將持續出手護匯，力守32元位階，若按照以往經驗，新台幣1年平均貶值3元，但今年迄今已貶近4.5元，相當罕見。容逸燊台股重返13500點 法人：觀察新台幣匯率與護盤政策外資大賣金控續賣台積電 投信連48買台股創紀錄|https://www.cna.com.tw/news/afe/202209290276.aspx|
asc_20220929_5|2022-09-29|證卷|程曦資訊9/30轉至興櫃一般板 開放自然人交易|數位轉型整合服務商程曦資訊將於30日從興櫃戰略新板轉至興櫃一般板，轉換後不再僅限合格投資人買賣，將開放一般自然人進行交易，漲跌幅度、交易方式與交易時間等也與一般興櫃公司相同。程曦今年5月26日登錄興櫃戰略新板，為國內首家獲准登錄的數位轉型公司，以顧客關係服務委外營運為核心業務，提供客戶關係服務、會員伴銷、顧客流程規劃、系統租賃及數位整合行銷5大服務項目。程曦發布新聞稿指出，目前2大客戶族群包括政府單位及企業客戶，年約客戶挹注整體營收超過8成，年約客戶的續約率達9成以上。近期積極發展非專人專線的客服業務，大幅提高服務人員的單位有效通話量。訂閱《早安世界》電子報 每天3分鐘掌握10件天下事 請輸入正確的電子信箱格式訂閱感謝您的訂閱！受惠於公部門民眾熱線委外服務訂單湧入、大型企業線上客戶關係服務需求持續提升，程曦今年上半年合併營收達新台幣5.06億元，年增49.83%；稅後淨利8555.8萬元，年增37.04%，每股稅後盈餘5.55元。程曦表示，今年前8個月累計合併營收創同期新高，年增逾4成，主要在於數位客戶關係管理（DCRM）業務經濟規模逐步顯現，加上今年接獲多項防疫相關專案合約訂單，以目前在手合約來看，今年整體營收與獲利可望再創佳績。|https://www.cna.com.tw/news/afe/202209290253.aspx|
asc_20220929_6|2022-09-29|證卷|台股重返13500點 法人：觀察新台幣匯率與護盤政策|美股強彈，台股今天走勢震盪，尾盤電子、金融回神，終場加權指數上漲68點，重返13500點之上。法人表示，台股後市需觀察新台幣匯率以及新護盤政策兩大重點，短線在13900點至14000點仍有上檔壓力。英國央行英格蘭銀行（BOE）干預拯救債市，美股4大指數28日強彈，台股今天走勢震盪，尾盤儘管台積電翻黑，不過電子股翻紅、金融回神，終場台股加權指數收在13534.26點，上揚68.19點，漲幅0.51%，成交值新台幣2131.48億元，加計盤後2153.85億元，電子股小漲0.01%，金融股上揚0.56%，航運上漲1.19%。觀察三大法人動向，自營商買超5.98億元，投信買超15.01億元，外資及陸資賣超13.88億元；合計買超7.11億元。晶圓代工龍頭台積電股價開高震盪走低，尾盤一度下探432元，摜破7月5日的低點433元，創22個月來新低，終場收在435元，下跌3元，市值來到11.28兆元。本週即將進入第3季尾聲，啟發投顧副總經理容逸燊接受中央社記者電訪指出，從歷史經驗分析，2009年以來若9月股市收跌，10月股市收漲機率高，此外10月處於美國聯準會（Fed）空窗期，應不會有更多應派言論釋出，預期到11月美國公布消費者物價指數（CPI）前，股市有一波小反彈契機。展望台股後市，容逸燊表示，仍需觀察新台幣匯率是否再貶、以及增加保證金成數等新護盤政策是否推出等兩大重點。容逸燊指出，短線台股也需留意投信法人是否有結帳行情賣壓浮現，中小型股波動可能加大，預期台股短線在13900點至14000點有上檔壓力。容逸燊外資大賣金控續賣台積電 投信連48買台股創紀錄台股萬五得而復失 法人：觀察美數據與升息動向|https://www.cna.com.tw/news/afe/202209290225.aspx|
asc_20220929_7|2022-09-29|證卷|三大法人買超台股7.11億元|台股今天漲68.19點，收在13534.26點，成交值新台幣2131.48億元。三大法人外資及陸資賣超，投信、自營商買超；合計買超7.11億元。自營商買超5.98億元，投信買超15.01億元，外資及陸資賣超13.88億元。1110929|https://www.cna.com.tw/news/afe/202209290191.aspx|
asc_20220929_8|2022-09-29|證卷|財報何時出爐 如興：會計師實地查核中|因財報難產而面臨下市危機的牛仔褲廠如興今天召開股東臨時會，出席率69.11%，由董事長張水江主持，會中完成董事全面改選；針對財報何時能產出，經營團隊未提出明確時程，僅表示要等會計師完成實地查核。如興發生高層異動但延遲發布重訊後，接著爆發財務危機，加上如興第2季財報遲遲未出爐，8月18日已遭台灣證券交易所公告停止買賣；金管會並示警，若如興無法在8月18日後6個月內補交財報，最快將在明年4月2日下市。對於財報何時能出爐，如興發言人陳怡如在股東會後接受媒體採訪表示，因要等待會計師完成實地查核，所以財報產出時間還不確定，目前已知會到中國大陸廠區進行實地查核。在公司營運方面，陳怡如說明，目前運作、生產出貨及客戶收款狀況正常，今年接單情況與去年同期差不多，由於終端需求放緩，工廠稼動率沒有滿載。如興今天在股東臨時會中完成改選5名董事及3名獨立董事；5名董事分別為代表行政院國家發展基金管理會的葉淑芳，代表中信銀託管JDU機會有限公司投資專戶的中島健仁、張水江，以及代表興牛一投資公司的紀宗明、馬潤明。今天另選出3名獨董分別為展新法律事務所律師顧啟東、桂冠會計師事務所執行長楊培傑、騰格里國際法律事務所所長洪佩君。如興偉豪投資持股遭斷頭 如興：解任翁紹華董事長職務如興獲往來銀行善意回應 股價終結連4根跌停|https://www.cna.com.tw/news/afe/202209290184.aspx|https://imgcdn.cna.com.tw/www/WebPhotos/200/20220929/1191x768_20220929000147.jpg
asc_20220929_9|2022-09-29|證卷|追隨美股漲勢 日股走高|美國華爾街股市昨天在英國央行干預帶動債券殖利率下滑、穩定投資人軍心的情況下走高，日本東京股市今天隨著美股漲勢收高。日股基準日經指數收漲248.07點，或0.95%，收在26422.05點。東證股價指數收漲13.65點，或0.74%，收在1868.80點。|https://www.cna.com.tw/news/afe/202209290181.aspx|
asc_20220929_10|2022-09-29|證卷|10月電子期跌 金融期漲|台北股市今天上漲68.19點，收13534.26點。10月電子期收615.35點，下跌2.50點，逆價差0.43點；10月金融期收1465點，上漲2點，逆價差0.45點。10月電子期以615.35點作收，下跌2.50點，成交2383口。11月電子期無成交。電子現貨以615.78點作收，上漲0.07點；10月電子期貨與現貨相較，逆價差0.43點。10月金融期以1465點作收，上漲2點，成交2449口。11月金融期以1466.80點作收，上漲4點，成交7口。金融現貨以1465.45點作收，上漲8.18點；10月金融期貨與現貨相較，逆價差0.45點。實際收盤價以期交所公告為準。1110929|https://www.cna.com.tw/news/afe/202209290166.aspx|
asc_20220929_11|2022-09-29|證卷|台積電尾盤下探432元 創22個月新低|台積電股價開高震盪走低，尾盤一度下探新台幣432元，摜破7月5日的低點433元，創22個月來新低，終場收在435元，下跌3元。台股今天上下震盪188點，最高達13651.29點，盤中一度由紅翻黑，達13462.57點，終場收在13534.26點，上漲68.19點。台積電股價也隨著劇烈震盪，早盤一度達443.5元，上揚5.5元，尾盤最低下探432元，創22個月來新低，終場收在435元，下跌3元。以今天收盤價計，台積電9月來股價大跌70元，跌幅達13.86%，市值縮水1.81兆元，滑落至11.27兆元，影響大盤指數580點。台積電今年來股價自615元大跌180元，市值縮水4.66兆元。|https://www.cna.com.tw/news/afe/202209290152.aspx|
asc_20220929_12|2022-09-29|證卷|10月台股期指漲9點|台北股市今天終場漲68.19點，收13534.26點。10月台指期以13524點作收，上漲9點，與現貨相較，逆價差10.26點。台灣期貨交易所為近2個月指數期貨契約訂定開盤參考價為，10月期貨13515點、11月期貨13504點。台股今天終場漲68.19點，收13534.26點，成交金額新台幣2131.48億元。10月台指期貨以13524點作收，漲9點，成交11萬4685口；11月期貨以13509點作收，漲5點，成交825口。實際收盤價格以期交所公告為準。1110929|https://www.cna.com.tw/news/afe/202209290151.aspx|
asc_20220929_13|2022-09-29|證卷|台股震盪收漲 上揚68.19點|台北股市今天開高震盪收漲，收盤漲68.19點，為13534.26點，漲幅0.51%，成交金額新台幣2131.48億元。加權指數開盤為13550.70點，盤中最高13651.29點，最低13462.57點；不含金融股指數11562.21點，漲57.35點。八大類股漲跌幅：泥窯股跌0.60%、食品股漲1.20%、塑化股漲1.41%、紡織股漲1.95%、機電股漲0.07%、造紙股漲1.59%、營建股漲1.23%、金融股漲0.56%。委買張數1620萬6999張，委賣張數887萬9166張，成交張數571萬1863張。收盤時上漲804家，下跌125家，持平53家。成交量前5名個股為元大台灣50反1、長榮航、華航、北極星藥業-KY、台泥。漲幅前5名個股為羅麗芬-KY、中視、倫飛、星通、佳和。跌幅前5名個股為光罩、台光電、期元大S&P原油反1、國巨、康師傅-DR。1110929|https://www.cna.com.tw/news/afe/202209290145.aspx|
asc_20220929_14|2022-09-29|證卷|電金拉尾盤 台股上揚68點收復13500點|美股強彈，帶動台股今天早盤突破13600點，盤中走勢一度拉回翻黑，尾盤電子、金融回神，終場收在13534.26點，上揚68.19點，重返13500點之上。英國央行英格蘭銀行（BOE）干預拯救債市，美股4大指數強彈，台股今天走勢震盪，早盤一度大漲185.22點、最高來到13651.29點，10時過後電子和航運、以及代表中小型股的櫃買OTC指數漲幅收斂，金融一度翻黑，大盤13600點得而復失，力守13500點之上，尾盤儘管台積電翻黑，不過電子股翻紅、金融回神，終場台股加權指數收在13534.26點，上揚68.19點，漲幅0.51%，成交值來到新台幣2131.48億元， 電子股小漲0.01%，金融股上揚0.56%，航運上漲1.19%。主要電子權值股漲跌互見，晶圓代工龍頭台積電尾盤翻黑，終場收435元，小跌0.68%，市值來到11.28兆元。聯發科翻黑終場收在543元，小跌0.37%；聯電終場收36.55元，小漲0.97%。鴻海收101.5元，小漲1%，日月光投控收在78.9元，小漲0.9%，台達電收在252.5元，小漲0.2%。台積電尾盤下探432元 創22個月新低航運股震盪，其中長榮終場收在平盤144元，萬海收66.5元，小漲1.22%，陽明收59.9元，小跌0.66%；航空雙雄勁揚，其中長榮航收28.8元，漲3.23%，華航收19.5元，勁揚4.84%。金控股尾盤回神，其中富邦金收在50.3元，小漲0.4%，中信金收20.05元，小跌0.25%，兆豐金收31.8元，小跌0.47%。國泰金收40.15元，漲0.88%。台新台灣中小基金經理人吳繼先表示，美國聯準會日前強力升息3碼，停止升息的預期恐將延後到明年5月，高利率維持更長時間，牽動近期全球股市大幅修正，台股持續破底，不過今天英國央行出手干預債市，激勵美股4大指數強彈，台股也暫告止跌。吳繼先分析，市場對產業下修以及美國聯準會強勢鷹派言論已有認知，最悲觀情緒多半已反映，預期股市再大跌空間有限，若從基本面分析，以往經濟陷入衰退，美國ISM製造業指數要降至45，目前仍有一段距離，往年ISM最高點到最低點的調整時間約21個月，預估今年底ISM指數可望落底，經濟可逐步回溫，台股可望止跌反彈。|https://www.cna.com.tw/news/afe/202209290142.aspx|https://imgcdn.cna.com.tw/www/WebPhotos/200/20220929/1152x768_wmky_456532909395.jpg
asc_20220929_15|2022-09-29|證卷|力積電盤中創新低價26元 市值降至1026億元|晶圓代工廠力積電股價震盪走低，盤中一度急殺至新台幣26元，創新低價，下跌2.55元，跌幅達8.93%，市值滑落至1026億元。隨後低接買盤湧入，力積電跌勢收斂。半導體供應鏈進入庫存調整階段，其中，以面板驅動IC調整情況最激烈，成熟製程需求降溫，世界先進與力積電首當其衝。世界先進預期，第3季營收恐將滑落到129億至133億元，季減13%至16%。力積電產能利用率也滑落到8至9成水準。隨著產業景氣反轉，世界先進及力積電股價大幅滑落。世界先進自去年底的158元，滑落至63元，大跌95元，跌幅逾6成。力積電也自去年12月6日掛牌上市當天最高價78.9元，滑落至26元，下挫52.9元，跌幅高達67%，市值降至1026億元。力積電表示，面板驅動IC需求疲弱，不過，無線射頻（RFID）及車用電源管理晶片需求依然熱絡，將進行產線調整，引進新產品、新客戶。|https://www.cna.com.tw/news/afe/202209290116.aspx|
asc_20220929_16|2022-09-29|證卷|潤泰全完成現增185億提高淨值 潤泰新認購35億|為提高淨值，避免再受南山人壽淨值變化波及，潤泰全辦理現金增資，並在今天公告實收股款總額新台幣185億元，已全數收足，潤泰新指出，認購其中約35.48億元。潤泰新說明，原規劃認購潤泰全現金增資新股共45億元，依原對潤泰全持股比例認購約17.48億元，全數認購之外，另以特定人身分約在27.51億元額度內認購增資新股，只認購約17.99億元，合計認購近35.48億元。受美聯準會（Fed）強勢升息波及，南山人壽今年上半年淨值大降，使透過潤成投控轉投資南山人壽的潤泰全、潤泰新淨值也跟著下降；其中潤泰全第2季每股淨值低於票面10元，一度面臨股票無法信用交易，甚至若再降則面臨下市的壓力；但透過變更會計政策，已讓每股淨值上升。為有效解決因轉投資南山人壽，造成淨值大減的問題，潤泰全辦理現金增資，提高淨值。訂閱《早安世界》電子報 每天3分鐘掌握10件天下事 請輸入正確的電子信箱格式訂閱感謝您的訂閱！潤泰新解釋，潤泰全完成現金增資後，每股淨值將可來到25元左右，先前因南山人壽淨值大減，連帶使淨值大降的壓力解除；至於潤泰新也可解除轉投資潤泰全的淨值變化壓力。不過，潤泰新坦言，以最壞的情況來推論，若轉投資南山人壽淨值再大降，加上潤泰新第4季除權，則最多就是每股淨值低於10元，絕不可能低於5元，但其實低於10元的機率也很低；且屆時利率可望回升，等正式繳交財務報告時，每股淨值也會高於10元。潤泰新潤泰全現金增資  潤泰新參與認購增資新股潤泰全解除下市危機 8/23起暫停信用交易|https://www.cna.com.tw/news/afe/202209290115.aspx|
asc_20220929_17|2022-09-29|證卷|金管會：台股基本面仍穩健 沒有斷頭危機|國際政經情勢動盪，牽動投資人信心，金管會證期局長張振山今天表示，國內上市櫃公司前8月營收年增率逾9%、上半年海外投資收益創近10年同期新高，顯示基本面良好，目前股市也沒有斷頭危機。張振山今天列席立法院財政委員會備詢，他在會議休息時段接受媒體採訪表示，國內上市櫃公司累計前8月營收年增率逾9%，且上半年海外投資收益創近10年同期新高，顯示台灣基本面仍穩健。訂閱《早安世界》電子報 每天3分鐘掌握10件天下事 請輸入正確的電子信箱格式訂閱感謝您的訂閱！金管會證期局預計明天召集台灣證券交易所、櫃買中心、期交所及集保結算所（證券F4）開例行股期市會議，張振山表示，股期市會議每1到3個月召開一次，若市場很平靜，開會頻率不會很頻繁，若市場有議題要討論，就會召開會議，主要是讓彼此交換意見。有關近日股市動盪加劇，張振山強調，目前股市沒有斷頭危機；至於目前市場是否觸及金管會啟動下一階段救市，張振山回應，金管會會持續關注各項市場指標，綜合觀察。張振山金管會9月底建置防詐專區  教導民眾分辨金融詐騙金管會攜證券F4公布17業務策略 創新板拚10家掛牌|https://www.cna.com.tw/news/afe/202209290091.aspx|
asc_20220929_18|2022-09-29|證卷|台泥完成4.25億美元GDR發行 股價跳空開低|台泥28日晚間宣布完成4.25億美元海外存託憑證（GDR）發行，然而台泥今天股價跳空開低，早盤最低一度至新台幣33.9元。台泥28日晚間宣布完成4.25億美元的GDR發行，發行及交易地點為盧森堡證券交易所，單位發行總數為8400萬單位，表彰4.2億股普通股，每單位發行價格5.06美元，每股價格折合新台幣為32.24元；以台泥昨天收盤價新台幣34.9元計算，折價約7.6%。台泥今天開盤跳空開低，下跌0.4元，以34.5元開出，最低一度下滑至33.9元，跌幅2.86%。台泥昨天說明，這次現增對原股東股權稀釋比例約為5.71%，不致對原股東股權造成重大稀釋，而台泥持續投入循環經濟和新能源領域，致力成為國際化的綠色科技公司，吸引許多國際優質投資機構踴躍認購，且增資效益顯現後，可提升公司競爭力，嘉惠股東。|https://www.cna.com.tw/news/afe/202209290061.aspx|
asc_20220929_19|2022-09-29|證卷|台股盤中漲幅收斂 13600點得而復失|英國央行救市帶動美股4大指數強彈，台股今天開盤一度勁揚大漲185點，不過盤中漲幅收斂，13600點得而復失。法人表示，10時之後台股拉回，可能是投信作帳行情賣壓浮現，短線須觀察投信動向。英國央行英格蘭銀行（BOE）干預拯救債市，美股4大指數強彈作收，台股今天早盤受激勵一度大漲185.22點，最高來到13651.29點，不過10時過後電子和航運、以及代表中小型股的櫃買OTC指數漲幅收斂，金融下殺翻黑，大盤13600點得而復失。到10時45分，台股加權指數來到13534.39點，上漲68.32點，成交值來到新台幣1058.62億元，其中電子股盤中小漲0.27%，金融股盤中小跌0.21%，航運股上揚1.67%。主要電子權值股台積電、鴻海盤中漲幅收斂，聯發科、聯電、日月光投控走堅，台達電翻黑在平盤下整理。啟發投顧副總經理容逸燊指出，台股開盤至10時之前勁揚、10時之後開始拉回，可能是投信法人因應第3季底作帳行情需要賣壓浮現，不過新台幣兌美元匯率未貶反走升，顯示外資並未大量賣出台股匯出資金，台股短線須觀察投信是否結帳賣壓、牽動中小型股股價波動。|https://www.cna.com.tw/news/afe/202209290052.aspx|https://imgcdn.cna.com.tw/www/webphotos/WebCover/420/20220929/1753x1315_98703759325.jpg
